Principio Attivo;Descrizione Gruppo Equivalenza;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno ;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 300MG I/ML 75ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 300 mg I/ml 75 ml;33,46;20,27;-;GE HEALTHCARE Srl;025477086;AWX;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 300MG I/ML 75ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 300 mg I/ml 75 ml;33,46;20,27;-;GE HEALTHCARE Srl;025477136;AWX;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 350MG I/ML 100ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 350 mg I/ml 100 ml;55,46;33,60;-;GE HEALTHCARE Srl;025477074;AWY;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 350MG I/ML 100ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 350 mg I/ml 100 ml;55,46;33,60;-;GE HEALTHCARE Srl;025477175;AWY;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 350MG I/ML 200ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 350 mg I/ml 200 ml;110,89;67,19;-;GE HEALTHCARE Srl;025477112;AWZ;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 350MG I/ML 200ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 350 mg I/ml 200 ml;110,89;67,19;-;GE HEALTHCARE Srl;025477187;AWZ;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 350MG I/ML 50ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 350 mg I/ml 50 ml;27,72;16,81;-;GE HEALTHCARE Srl;025477062;AXG;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 350MG I/ML 50ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 350 mg I/ml 50 ml;28,05;17,00;-;GE HEALTHCARE Srl;025477249;AXG;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 350MG I/ML 500ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 350 mg I/ml 500 ml;277,26;167,99;-;GE HEALTHCARE Srl;025477124;AXF;;;;;;;;;;;;;;;;;
Ioexolo;IOEXOLO 350MG I/ML 500ML 1 UNITA' USO PARENTERALE;OMNIPAQUE*1 flacone 350 mg I/ml 500 ml;277,26;167,99;-;GE HEALTHCARE Srl;025477199;AXF;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 61,2% 100ML USO ORALE O RETTALE;GASTROMIRO*1 flacone orale rett 100 ml 61,2%;63,81;29,00;-;BRACCO IMAGING SpA;026899031;AZP;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 12,25G 20ML USO ORALE O RETTALE;GASTROMIRO*1 flacone orale rett 20 ml 12,25 g;12,74;5,80;-;BRACCO IMAGING SpA;026899017;AYM;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 30,62G 50ML USO ORALE O RETTALE;GASTROMIRO*1 flacone orale rett 50 ml 30,62 g;31,90;14,51;-;BRACCO IMAGING SpA;026899029;AZC;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 37.000MG IODIO 100ML 10 UNITA' USO PARENTERALE;IOPAMIDOLO*10 flaconcini 100 ml 370 mg iodio/ml;591,26;268,76;-;BIOINDUSTRIA L.I.M. SpA;033954153;AZG;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 6.000MG IODIO 20ML 10 UNITA' USO PARENTERALE;IOPAMIDOLO*10 flaconcini 20 ml 300 mg iodio/ml;113,61;51,64;-;BIOINDUSTRIA L.I.M. SpA;033954052;AZL;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 15.000MG 100ML 1 UNITA' USO PARENTERALE;IOPAMIRO 150*1 flacone EV 100 ml;38,06;17,30;-;BRACCO IMAGING SpA;024425136;AYN;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 37.500MG 250ML 1 UNITA' USO PARENTERALE;IOPAMIRO 150*1 flacone EV 250 ml 150 mg/ml;95,14;43,24;-;BRACCO IMAGING SpA;024425148;AZH;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 7.500MG 50ML 1 UNITA' USO PARENTERALE;IOPAMIRO 150*1 flacone EV 50 ml;19,03;8,65;-;BRACCO IMAGING SpA;024425124;AZV;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 2.000MG 10ML 1 UNITA' USO PARENTERALE;IOPAMIRO 200*1 fiala EV 10 ml;5,89;2,68;-;BRACCO IMAGING SpA;024425011;AYU;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 3.000MG 10ML 1 UNITA' USO PARENTERALE;IOPAMIRO 300*1 fiala EV 10 ml;6,41;2,92;-;BRACCO IMAGING SpA;024425023;AYY;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 9.000MG 30ML 1 UNITA' USO PARENTERALE;IOPAMIRO 300*1 flaconcino EV 30 ml;19,16;8,71;-;BRACCO IMAGING SpA;024425035;BAF;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 15.000MG 50ML 1 UNITA' USO PARENTERALE;IOPAMIRO 300*1 flaconcino EV 50 ml;31,90;14,51;-;BRACCO IMAGING SpA;024425047;AYO;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 30.000MG 100ML 1 UNITA' USO PARENTERALE;IOPAMIRO 300*1 flacone EV 100 ml;63,81;29,00;-;BRACCO IMAGING SpA;024425100;AZD;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 60.000MG 200ML 1 UNITA' USO PARENTERALE;IOPAMIRO 300*1 flacone EV 200 ml vetro tipo I;127,57;57,99;-;BRACCO IMAGING SpA;024425151;AZM;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 3.700MG 10ML 1 UNITA' USO PARENTERALE;IOPAMIRO 370*1 fiala EV 10 ml;6,63;3,01;-;BRACCO IMAGING SpA;024425050;AYZ;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 11.100MG 30ML 1 UNITA' USO PARENTERALE;IOPAMIRO 370*1 flaconcino EV 30 ml;19,98;9,08;-;BRACCO IMAGING SpA;024425062;AYL;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 18.500MG 50ML 1 UNITA' USO PARENTERALE;IOPAMIRO 370*1 flaconcino EV 50 ml;33,29;15,12;-;BRACCO IMAGING SpA;024425074;AYR;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 37.000MG 100ML 1 UNITA' USO PARENTERALE;IOPAMIRO 370*1 flacone EV 100 ml;66,54;30,24;-;BRACCO IMAGING SpA;024425112;AZF;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 74.000MG 200ML 1 UNITA' USO PARENTERALE;IOPAMIRO 370*1 flacone EV 200 ml;133,08;60,49;-;BRACCO IMAGING SpA;024425163;AZW;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 150.000MG 500ML 1 UNITA' USO PARENTERALE;IOPAMIRO*1 flacone EV 500 ml 300 mg/ml;233,10;141,24;-;BRACCO IMAGING SpA;024425314;AYQ;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 185.000MG 500ML 1 UNITA' USO PARENTERALE;IOPAMIRO*1 flacone EV 500 ml 370 mg/ml;244,50;148,14;-;BRACCO IMAGING SpA;024425326;AYT;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 40,8% 10ML 1 UNITA' USO PARENTERALE;IOPASEN*1 fiala EV 10 ml 40,8%;5,87;2,66;-;GALENICA SENESE Srl;034620017;AZJ;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 61,2% 10ML 1 UNITA' USO PARENTERALE;IOPASEN*1 fiala EV 10 ml 61,2%;6,32;2,87;-;GALENICA SENESE Srl;034620043;AZQ;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 75,5% 10ML 1 UNITA' USO PARENTERALE;IOPASEN*1 fiala EV 10 ml 75,5%;6,59;2,99;-;GALENICA SENESE Srl;034620118;AZZ;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 61,2% 100ML 1 UNITA' USO PARENTERALE;IOPASEN*1 flacone EV 100 ml 61,2%;57,76;26,26;-;GALENICA SENESE Srl;034620094;AZO;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 75,5% 100ML 1 UNITA' USO PARENTERALE;IOPASEN*1 flacone EV 100 ml 75,5%;60,92;27,69;-;GALENICA SENESE Srl;034620171;AZY;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 61,2% 200ML 1 UNITA' USO PARENTERALE;IOPASEN*1 flacone EV 200 ml 61,2%;114,62;52,10;-;GALENICA SENESE Srl;034620106;AZR;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 75,5% 200ML 1 UNITA' USO PARENTERALE;IOPASEN*1 flacone EV 200 ml 75,5%;120,03;54,56;-;GALENICA SENESE Srl;034620183;BAC;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 61,2% 30ML 1 UNITA' USO PARENTERALE;IOPASEN*1 flacone EV 30 ml 61,2%;18,77;8,53;-;GALENICA SENESE Srl;034620070;AZS;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 75,5% 30ML 1 UNITA' USO PARENTERALE;IOPASEN*1 flacone EV 30 ml 75,5%;19,67;8,94;-;GALENICA SENESE Srl;034620157;BAD;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 61,2% 50ML 1 UNITA' USO PARENTERALE;IOPASEN*1 flacone EV 50 ml 61,2%;29,96;13,62;-;GALENICA SENESE Srl;034620082;AZT;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 75,5% 50ML 1 UNITA' USO PARENTERALE;IOPASEN*1 flacone EV 50 ml 75,5%;31,32;14,23;-;GALENICA SENESE Srl;034620169;BAE;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 4.080MG IODIO 10ML 10 UNITA' USO PARENTERALE;IOPASEN*10 fiale EV 10 ml 408 mg/ml;23,77;14,40; -;GALENICA SENESE Srl;034620195;FPQ;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 6.120MG IODIO 10ML 10 UNITA' USO PARENTERALE;IOPASEN*10 fiale EV 10 ml 612 mg/ml;25,65;15,54; -;GALENICA SENESE Srl;034620207;FPS;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 7.550MG IODIO 10ML 10 UNITA' USO PARENTERALE;IOPASEN*10 fiale EV 10 ml 755 mg/ml;26,70;16,18; -;GALENICA SENESE Srl;034620219;FPW;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 30.000MG IODIO 100ML 10 UNITA' USO PARENTERALE;SCANLUX*10 flaconi 100 ml 300 mg/ml;425,35;257,75;-;SANOCHEMIA PHARMAZEUTIKA AG;037103088;AZE;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 37.000MG IODIO 100ML 10 UNITA' USO PARENTERALE;SCANLUX*10 flaconi 100 ml 370 mg/ml;443,58;268,76;-;SANOCHEMIA PHARMAZEUTIKA AG;037103316;AZG;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 60.000MG IODIO 200ML 10 UNITA' USO PARENTERALE;SCANLUX*10 flaconi 200 ml 300 mg/ml;850,70;515,42;-;SANOCHEMIA PHARMAZEUTIKA AG;037103102;AZN;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 74.000MG IODIO 200ML 10 UNITA' USO PARENTERALE;SCANLUX*10 flaconi 200 ml 370 mg/ml;887,34;537,62;-;SANOCHEMIA PHARMAZEUTIKA AG;037103342;AZX;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 15.000MG IODIO 50ML 10 UNITA' USO PARENTERALE;SCANLUX*10 flaconi 50 ml 300 mg/ml;212,63;128,88;-;SANOCHEMIA PHARMAZEUTIKA AG;037103013;AYP;;;;;;;;;;;;;;;;;
Iopamidolo;IOPAMIDOLO 18.500MG IODIO 50ML 10 UNITA' USO PARENTERALE;SCANLUX*10 flaconi 50 ml 370 mg/ml;221,93;134,47;-;SANOCHEMIA PHARMAZEUTIKA AG;037103254;AYS;;;;;;;;;;;;;;;;;
Ipilimumab;IPILIMUMAB 50MG 1 UNITA' USO PARENTERALE;YERVOY*1 flacone EV 10 ml 5 mg/ml;6.330,32;3.835,63;-;BRISTOL M.SQUIBB PHARMA EEIG;041275013;BBN;;;;;;;;;;;;;;;;;
Ipilimumab;IPILIMUMAB 200MG 1 UNITA' USO PARENTERALE;YERVOY*1 flacone EV 40 ml 5 mg/ml;25.321,26;15.342,50;-;BRISTOL M.SQUIBB PHARMA EEIG;041275025;BBM;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;CAMPTO*1 flaconcino EV 100 mg 5 ml 20 mg/ml;236,08;143,05;-;PFIZER ITALIA Srl;032949051;BBO;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;CAMPTO*1 flaconcino EV 300 mg 15 ml 20 mg/ml;708,23;429,13;-;PFIZER ITALIA Srl;032949063;BBP;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;CAMPTO*1 flaconcino EV 40 mg 2 ml 20 mg/ml;96,58;58,52;-;PFIZER ITALIA Srl;032949048;BBQ;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;IRINOTECAN KABI*1 flaconcino 300 mg 15 ml 20 mg/ml;310,75;188,29;-;FRESENIUS KABI ITALIA Srl;038398032;BBP;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN KABI*1 flaconcino 40 mg 2 ml 20 mg/ml;67,60;40,96;-;FRESENIUS KABI ITALIA Srl;038398018;BBQ;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN KABI*1 flaconcino 500 mg 25 ml 20 mg/ml;767,20;464,85;-;FRESENIUS KABI ITALIA Srl;038398044;BBS;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN KABI*1 flacone 100 mg 5 ml 20 mg/ml;153,46;92,99;-;FRESENIUS KABI ITALIA Srl;038398020;BBO;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino 40 mg 2 ml 20 mg/ml;50,70;30,72;-;MYLAN SpA;038804011;BBQ;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 100 mg 5 ml 20 mg/ml;153,46;92,99;-;HIKMA FARMACEUTICA S.A.;037037025;BBO;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 100 mg 5 ml 20 mg/ml;153,46;92,99;-;AUROBINDO PHARMA ITALIA Srl;038143020;BBO;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 100 mg 5 ml 20 mg/ml;115,09;69,74;-;ACCORD HEALTHCARE SLU;044241026;BBO;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 300 mg 15 ml 20 mg/ml;305,00;184,80;-;AUROBINDO PHARMA ITALIA Srl;038143044;BBP;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 300 mg 15 ml 20 mg/ml;305,00;184,80;-;ACCORD HEALTHCARE SLU;044241038;BBP;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 40 mg 2 ml 20 mg/ml;67,60;40,96;-;HIKMA FARMACEUTICA S.A.;037037013;BBQ;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 40 mg 2 ml 20 mg/ml;67,60;40,96;-;AUROBINDO PHARMA ITALIA Srl;038143018;BBQ;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 40 mg 2 ml 20 mg/ml;50,70;30,72;-;ACCORD HEALTHCARE SLU;044241014;BBQ;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 500 mg 25 ml 20 mg/ml;767,20;464,85;-;HIKMA FARMACEUTICA S.A.;037037037;BBS;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 500 mg 25 ml 20 mg/ml;767,20;464,85;-;AUROBINDO PHARMA ITALIA Srl;038143032;BBS;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 500 mg 25 ml 20 mg/ml;767,20;464,86;-;MYLAN SpA;038804136;BBS;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flaconcino EV 500 mg 25 ml 20 mg/ml;767,20;464,85;-;ACCORD HEALTHCARE SLU;044241040;BBS;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINOTECAN*1 flacone 100 mg 5 ml 20 mg/ml;115,09;69,74;-;MYLAN SpA;038804050;BBO;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 300MG 15ML 1 UNITA' USO PARENTERALE;IRINTO*1 flaconcino EV 15 ml 20 mg/ml;305,00;184,80;-;HIKMA FARMACEUTICA S.A.;045935032;BBP;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 40MG 2ML 1 UNITA' USO PARENTERALE;IRINTO*1 flaconcino EV 2 ml 20 mg/ml;50,70;30,72;-;HIKMA FARMACEUTICA S.A.;045935018;BBQ;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 500MG 25ML 1 UNITA' USO PARENTERALE;IRINTO*1 flaconcino EV 25 ml 20 mg/ml;767,20;464,85;-;HIKMA FARMACEUTICA S.A.;045935044;BBS;;;;;;;;;;;;;;;;;
Irinotecan;IRINOTECAN 100MG 5ML 1 UNITA' USO PARENTERALE;IRINTO*1 flaconcino EV 5 ml 20 mg/ml;115,09;69,74;-;HIKMA FARMACEUTICA S.A.;045935020;BBO;;;;;;;;;;;;;;;;;
Isavuconazolo;ISAVUCONAZOLO 200MG 10ML 1 UNITA' USO PARENTERALE;CRESEMBA*1 flaconcino polv infus 10 ml 200 mg;595,79;361,00; - ;BASILEA PHARM.DEUTSCH.GMBH;044528014;GXT;;;;;;;;;;;;;;;;;
Isoflurano;ISOFLURANO 100ML 6 UNITA' USO INALATORIO;AERRANE*6 flaconi inal 100 ml;214,46;129,94;-;BAXTER SpA;029033038;CKO;;;;;;;;;;;;;;;;;
Isoflurano;ISOFLURANO 250ML 6 UNITA' USO INALATORIO;AERRANE*6 flaconi inal 250 ml;604,84;366,48;-;BAXTER SpA;029033040;COO;;;;;;;;;;;;;;;;;
Isoflurano;ISOFLURANO 100ML USO INALATORIO;AERRANE*inal 100 ml;50,15;22,80;-;BAXTER SpA;029033014;BBT;;;;;;;;;;;;;;;;;
Isoflurano;ISOFLURANO 250ML USO INALATORIO;AERRANE*inal 250 ml;141,44;64,30;-;BAXTER SpA;029033026;BBV;;;;;;;;;;;;;;;;;
Isosorbide dinitrato;ISOSORBIDE DINITRATO 10MG 10ML 10 UNITA' USO PARENTERALE;DINIKET*10 fiale EV 10 mg 10 ml;22,63;10,29;-;MERUS LABS LUXCO II SARL;026887012;BBW;;;;;;;;;;;;;;;;;
Isosorbide dinitrato;ISOSORBIDE DINITRATO 5MG 10ML 10 UNITA' USO PARENTERALE;NITROSORBIDE*10 fiale EV 5 mg 10 ml;3,59;1,63;-;IST.LUSOFARMACO D'ITALIA SpA;020925069;BBX;;;;;;;;;;;;;;;;;
Itraconazolo;ITRACONAZOLO 250MG 25ML 1 UNITA' USO PARENTERALE;SPORANOX*1 fiala EV 25 ml+ 1 sacca NACL 100ml 0,9%;186,19;112,81;-;JANSSEN CILAG SpA;027808031;BBY;;;;;;;;;;;;;;;;;
Ixazomib;IXAZOMIB 2,3MG 3 UNITA' USO ORALE;NINLARO*3 cps 2,3 mg;11.140,19;6.750,00;-;TAKEDA PHARMA A/S;045181017;KKK;;;;;;;;;;;;;;;;;
Ixazomib;IXAZOMIB 3MG 3 UNITA' USO ORALE;NINLARO*3 cps 3 mg;11.140,19;6.750,00;-;TAKEDA PHARMA A/S;045181029;KKL;;;;;;;;;;;;;;;;;
Ixazomib;IXAZOMIB 4MG 3 UNITA' USO ORALE;NINLARO*3 cps 4 mg;11.140,19;6.750,00;-;TAKEDA PHARMA A/S;045181031;KKM;;;;;;;;;;;;;;;;;
Ixekizumab;IXEKIZUMAB 80MG 2 UNITA' USO PARENTERALE;TALTZ*SC 2 penne preriemp 1 ml 80 mg;3.342,79;2.025,40;-;ELI LILLY NEDERLAND BV;044863025;JZU;;;;;;;;;;;;;;;;;
Ixekizumab;IXEKIZUMAB 80MG 2 UNITA' USO PARENTERALE;TALTZ*SC 2 siringhe preriemp 1 ml 80 mg;3.342,79;2.025,40;-;ELI LILLY NEDERLAND BV;044863052;JZU;;;;;;;;;;;;;;;;;
Ixekizumab;IXEKIZUMAB 80MG 3 UNITA' USO PARENTERALE;TALTZ*SC 3 penne preriemp 1 ml 80 mg;5.014,20;3.038,10;-;ELI LILLY NEDERLAND BV;044863037;JZV;;;;;;;;;;;;;;;;;
Ketamina;KETAMINA 100MG 2ML 5 UNITA' USO PARENTERALE;KETAMINA*5 fiale 2ml 50 mg/ml;24,58;14,90;-;MOLTENI & C. F.LLI ALITTI SpA;038890012;BBZ;;;;;;;;;;;;;;;;;
Ketoprofene;KETOPROFENE 100MG 6 UNITA' USO PARENTERALE EV;FLEXEN*6 fiale EV 100 mg + 6 fiale solv 5 ml;4,85;2,20;-;ITALFARMACO SpA;023401096;BCD;;;;;;;;;;;;;;;;;
Ketoprofene;KETOPROFENE 100MG 6 UNITA' USO PARENTERALE EV;IBIFEN*6 fiale EV 100 mg 5 ml;4,71;2,14;-;I.B.I.GIOVANNI LORENZINI SpA;024994194;BCD;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 300MG 30 UNITA' USO ORALE;EPIVIR*30 cpr riv 300 mg flacone;230,59;139,73;-;VIIV HEALTHCARE BV;031984038;BCH;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 150MG 60 UNITA' USO ORALE;EPIVIR*60 cpr riv 150 mg flacone;173,00;104,82;-;VIIV HEALTHCARE BV;031984026;BCG;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 10MG/ML 240ML USO ORALE;EPIVIR*orale soluz 240 ml 10 mg/ml;46,43;28,13;-;VIIV HEALTHCARE BV;031984014;BCF;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 300MG 30 UNITA' USO ORALE;LAMIVUDINA*30 cpr riv 150 mg;149,89;90,82;-;ACCORD HEALTHCARE SLU;042142051;BCH;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 300MG 30 UNITA' USO ORALE;LAMIVUDINA*30 cpr riv 300 mg;172,96;104,79;-;TEVA B.V.;039922149;BCH;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 300MG 30 UNITA' USO ORALE;LAMIVUDINA*30 cpr riv 300 mg;149,89;90,82;-;MYLAN SpA;040485082;BCH;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 300MG 30 UNITA' USO ORALE;LAMIVUDINA*30 cpr riv 300 mg;149,89;90,82;-;AUROBINDO PHARMA ITALIA Srl;042161113;BCH;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 150MG 60 UNITA' USO ORALE;LAMIVUDINA*60 cpr riv 150 mg;112,45;68,14;-;MYLAN SpA;040485029;BCG;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 150MG 60 UNITA' USO ORALE;LAMIVUDINA*60 cpr riv 150 mg;112,45;68,14;-;ACCORD HEALTHCARE SLU;042142036;BCG;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 150MG 60 UNITA' USO ORALE;LAMIVUDINA*60 cpr riv 150 mg;112,45;68,14;-;AUROBINDO PHARMA ITALIA Srl;042161048;BCG;;;;;;;;;;;;;;;;;
Lamivudina;LAMIVUDINA 150MG 60 UNITA' USO ORALE;LAMIVUDINA*60 cpr riv 150 mg flacone;129,75;78,61;-;TEVA B.V.;039922075;BCG;;;;;;;;;;;;;;;;;
Lamivudina/zidovudina;LAMIVUDINA+ZIDOVUDINA 300+150MG 60 UNITA' USO ORALE;COMBIVIR*60 cpr riv 150 mg + 300 mg;471,79;285,86;-;VIIV HEALTHCARE BV;034092015;BCI;;;;;;;;;;;;;;;;;
Lamivudina/zidovudina;LAMIVUDINA+ZIDOVUDINA 300+150MG 60 UNITA' USO ORALE;LAMIVUDINA E ZIDOVUDINA*60 cpr riv 150 mg + 300 mg;212,31;128,64;-;MYLAN SpA;041389026;BCI;;;;;;;;;;;;;;;;;
Lamivudina/zidovudina;LAMIVUDINA+ZIDOVUDINA 300+150MG 60 UNITA' USO ORALE;LAMIVUDINA ZIDOVUDINA*60 cpr riv 150 mg + 300 mg;212,31;128,64;-;TEVA B.V.;041876018;BCI;;;;;;;;;;;;;;;;;
Lamivudina/zidovudina;LAMIVUDINA+ZIDOVUDINA 300+150MG 60 UNITA' USO ORALE;LAMIVUDINA ZIDOVUDINA*60 cpr riv 150 mg + 300 mg;212,31;128,64;-;AUROBINDO PHARMA ITALIA Srl;042057012;BCI;;;;;;;;;;;;;;;;;
Lapatinib;LAPATINIB 250MG 70 UNITA' USO ORALE;TYVERB*70 cpr riv 250 mg flacone;1.824,63;1.105,56;-;NOVARTIS EUROPHARM LTD;038633044;BCJ;;;;;;;;;;;;;;;;;
Lapatinib;LAPATINIB 250MG 84 UNITA' USO ORALE;TYVERB*84 cpr riv 250 mg flacone;2.189,56;1.326,68;-;NOVARTIS EUROPHARM LTD;038633069;BCK;;;;;;;;;;;;;;;;;
Laronidasi;LARONIDASI 500U 5ML 1 UNITA' USO PARENTERALE;ALDURAZYME*1 flaconcino EV 5 ml 500 U;1.097,52;665,00;-;GENZYME EUROPE B.V.;035891011;BCL;;;;;;;;;;;;;;;;;
