Acamprosato;ACAMPROSATO 333MG 84 UNITA' USO ORALE;CAMPRAL*84 cpr riv gastrores 333 mg;33,77;BRUNO FARMACEUTICI SpA;034208013;H0A;;;
Macitentan;MACITENTAN 10MG 30 UNITA' USO ORALE;OPSUMIT*30 cpr riv 10 mg;4.245,04;JANSSEN CILAG INTERNAT.N.V.;043174022;GLY;;;
Magaldrato;MAGALDRATO 800MG 40 UNITA' USO ORALE;GADRAL*40 cpr mast 800 mg;4,78;NEOPHARMED GENTILI SpA;033232012;BMB;;;
Magaldrato;MAGALDRATO 8% 250ML USO ORALE;GADRAL*orale sosp 250 ml 80 mg/ml;4,39;NEOPHARMED GENTILI SpA;033232036;BMA;;Basilicata;
Magaldrato;MAGALDRATO 800MG 40 UNITA' USO ORALE;GADRAL*orale sosp 40 bust 800 mg;6,51;NEOPHARMED GENTILI SpA;033232024;BMB;;;
Magaldrato;MAGALDRATO 800MG 40 UNITA' USO ORALE;MAGALTOP*40 cpr mast 800 mg;4,78;ROTTAPHARM SpA;033231010;BMB;;;
Magaldrato;MAGALDRATO 800MG 40 UNITA' USO ORALE;MAGALTOP*orale sosp 40 bust 800 mg;6,51;ROTTAPHARM SpA;033231022;BMB;;;
Magaldrato;MAGALDRATO 800MG 40 UNITA' USO ORALE;RIOPAN*40 cpr mast 800 mg;4,78;TAKEDA ITALIA SpA;027103023;BMB;;;
Magaldrato;MAGALDRATO 8% 250ML USO ORALE;RIOPAN*orale gel 1 flacone 250 ml 80 mg/ml;4,39;TAKEDA ITALIA SpA;027103047;BMA;;Basilicata;
Magaldrato;MAGALDRATO 800MG 40 UNITA' USO ORALE;RIOPAN*orale gel 40 bust 80 mg/ml 10 ml;6,51;TAKEDA ITALIA SpA;027103035;BMB;;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;ERREMAN*28 cpr 20 mg;11,33;S.F. GROUP Srl;039873029;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;IPERTEN*28 cpr 20 mg;13,33;CHIESI FARMACEUTICI SpA;029224045;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;MANIDIPINA*28 cpr 20 mg;11,33;DOC GENERICI Srl;039751021;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;MANIDIPINA*28 cpr 20 mg;11,33;EG SpA;039776024;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;MANIDIPINA*28 cpr 20 mg;11,33;MYLAN SpA;039754027;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;MANIDIPINA*28 cpr 20 mg;11,33;PHARMACARE Srl;039856024;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;MANIDIPINA*28 cpr 20 mg;11,33;SANDOZ SpA;039855022;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;MANIDIPINA*28 cpr 20 mg;11,33;TEVA ITALIA Srl;039792027;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;MANIDIPINA*28 cpr 20 mg;11,33;ZENTIVA ITALIA Srl;039863028;F9A;X;;
Manidipina;MANIDIPINA 20MG 28 UNITA' USO ORALE;VASCOMAN*28 cpr 20 mg;12,83;TAKEDA ITALIA SpA;029200045;F9A;X;;
Mannitolo;MANNITOLO 20% 500ML 1 UNITA' USO PARENTERALE;ISOTOL*1 flacone EV 500 ml 20%;3,31;DIACO BIOFARMACEUTICI Srl;020294029;OAA;;;
Mebendazolo;MEBENDAZOLO 500MG 30 UNITA' USO ORALE;VERMOX 500*30 cpr 500 mg;29,34;JANSSEN CILAG SpA;023821034;OBC;;;
Mebendazolo;MEBENDAZOLO 100MG 6 UNITA' USO ORALE;VERMOX*6 cpr 100 mg;3,00;JANSSEN CILAG SpA;023821010;OBA;;;
Mebendazolo;MEBENDAZOLO 20MG/ML 30ML USO ORALE;VERMOX*orale sosp 30 ml 20 mg/ml;3,00;JANSSEN CILAG SpA;023821022;OBB;;;
Medrossiprogesterone;MEDROSSIPROGESTERONE 150MG/ML 1ML 1 UNITA' USO PARENTERALE;DEPOPROVERA*1 flacone IM 150 mg/ml 1 ml;4,99;PFIZER ITALIA Srl;020329064;OCC;;;
Medrossiprogesterone;MEDROSSIPROGESTERONE 150MG/ML 3,4ML 1 UNITA' USO PARENTERALE;DEPOPROVERA*1 flacone IM 150 mg/ml 3,4 ml;8,71;PFIZER ITALIA Srl;020329076;OCD;;;
Medrossiprogesterone;MEDROSSIPROGESTERONE 500MG 30 UNITA' USO ORALE;FARLUTAL*30 cpr 500 mg;97,93;PFIZER ITALIA Srl;015148125;OCF;;;
Medrossiprogesterone;MEDROSSIPROGESTERONE 5MG 12 UNITA' USO ORALE;PROVERA G*12 cpr 5 mg;1,76;PFIZER ITALIA Srl;029037025;OCH;;;
Medrossiprogesterone;MEDROSSIPROGESTERONE 250MG 30 UNITA' USO ORALE;PROVERA*30 cpr 250 mg flacone;50,25;PFIZER ITALIA Srl;020328151;OCE;;;
Meflochina;MEFLOCHINA 250MG 8 UNITA' USO ORALE;LARIAM*8 cpr 250 mg;26,53;CHEPLAPHARM ARZNEIMITTEL GMBH;027250024;ODA;;;
Megestrolo;MEGESTROLO 160MG 30 UNITA' USO ORALE;GESTROLTEX*30 cpr 160 mg;66,79;IST.GENTILI Srl;034227013;C5A;X;;
Megestrolo;MEGESTROLO 160MG 30 UNITA' USO ORALE;MEGACE*30 cpr 160 mg;66,79;PHARMASWISS CESKA REPUBL.S.R.O;027597020;C5A;X;;
Megestrolo;MEGESTROLO 160MG 30 UNITA' USO ORALE;MEGESTIL*30 cpr 160 mg;66,79;TEOFARMA Srl;027574019;C5A;X;;
Megestrolo;MEGESTROLO 160MG 30 UNITA' USO ORALE;MEGEXIA*30 cpr 160 mg;66,79;SOPHOS BIOTECH Srl;034104012;C5A;X;;
Melevodopa/carbidopa;MELEVODOPA+CARBIDOPA 12,5+125MG 60 UNITA' USO ORALE;SIRIO*60 cpr eff 12,5 mg + 125 mg;19,71;CHIESI FARMACEUTICI SpA;035625060;OEC;;;
Melevodopa/carbidopa;MELEVODOPA+CARBIDOPA 25+100MG 60 UNITA' USO ORALE;SIRIO*60 cpr eff 25 mg + 100 mg;19,71;CHIESI FARMACEUTICI SpA;035625072;OED;;;
Melfalan;MELFALAN 2MG 25 UNITA' USO ORALE;ALKERAN*25 cpr riv 2 mg;17,37;ASPEN PHARMA TRADING LIMITED;021250030;OFA;;;
Meloxicam;MELOXICAM 15MG 30 UNITA' USO ORALE;MELOXICAM*30 cpr 15 mg;6,02;EG SpA;037077221;CWA;X;;
Meloxicam;MELOXICAM 15MG 30 UNITA' USO ORALE;MELOXICAM*30 cpr 15 mg;6,02;SANDOZ SpA;037067081;CWA;X;;
Meloxicam;MELOXICAM 15MG 30 UNITA' USO ORALE;MELOXICAM*30 cpr 15 mg;6,02;ZENTIVA ITALIA Srl;037322260;CWA;X;;
Meloxicam;MELOXICAM 7,5MG 30 UNITA' USO ORALE;MELOXICAM*30 cpr 7,5 mg;4,90;MYLAN SpA;037069073;CWB;X;;
Meloxicam;MELOXICAM 15MG 30 UNITA' USO ORALE;MELOXICAM*30 cpr div 15 mg;6,02;MYLAN SpA;037069224;CWA;X;;
Meloxicam;MELOXICAM 15MG 30 UNITA' USO ORALE;MOBIC 15*30 cpr div 15 mg;8,03;BOEHRINGER INGELHEIM INT.GMBH;031985068;CWA;X;;
Meloxicam;MELOXICAM 7,5MG 30 UNITA' USO ORALE;MOBIC 7,5*30 cpr 7,5 mg;7,70;BOEHRINGER INGELHEIM INT.GMBH;031985157;CWB;X;;
Meloxicam;MELOXICAM 15MG 5 UNITA' USO PARENTERALE;MOBIC*5 fiale IM 15 mg 1,5 ml;3,80;BOEHRINGER INGELHEIM INT.GMBH;035464015;CWC;;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;DEMENCO*56 cpr riv 10 mg;19,00;ECUPHARMA Srl;042339022;OGA;X;;
Memantina;MEMANTINA 20MG 28 UNITA' USO ORALE;EBIXA*28 cpr riv 20 mg;34,00;H.LUNDBECK A/S;035681105;OGB;X;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;EBIXA*56 cpr riv 10 mg;34,00;H.LUNDBECK A/S;035681081;OGA;X;;
Memantina;MEMANTINA 5MG/EROGAZIONE 50G USO ORALE;EBIXA*orale soluz 5 mg/erog;67,72;H.LUNDBECK A/S;035681055;OGC;X;;
Memantina;MEMANTINA 20MG 28 UNITA' USO ORALE;EZEMANTIS*28 cpr riv 20 mg;19,00;NEURAXPHARM ITALY SpA;042312025;OGB;X;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;EZEMANTIS*56 cpr riv 10 mg;19,00;NEURAXPHARM ITALY SpA;042312013;OGA;X;;
Memantina;MEMANTINA 20MG 28 UNITA' USO ORALE;MEMANTINA*28 cpr riv 20 mg;19,00;ACCORD HEALTHCARE SLU;043171091;OGB;X;;
Memantina;MEMANTINA 20MG 28 UNITA' USO ORALE;MEMANTINA*28 cpr riv 20 mg;19,00;AUROBINDO PHARMA ITALIA Srl;042241024;OGB;X;;
Memantina;MEMANTINA 20MG 28 UNITA' USO ORALE;MEMANTINA*28 cpr riv 20 mg;19,00;DOC GENERICI Srl;042245074;OGB;X;;
Memantina;MEMANTINA 20MG 28 UNITA' USO ORALE;MEMANTINA*28 cpr riv 20 mg;19,00;MYLAN Sas;042776221;OGB;X;;
Memantina;MEMANTINA 20MG 28 UNITA' USO ORALE;MEMANTINA*28 cpr riv 20 mg;19,00;SANDOZ SpA;042408068;OGB;X;;
Memantina;MEMANTINA 20MG 28 UNITA' USO ORALE;MEMANTINA*28 cpr riv 20 mg;19,00;TECNIMEDE SOC.TECNICO-MED.S.A.;042773034;OGB;X;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;MEMANTINA*56 cpr riv 10 mg;19,00;ACCORD HEALTHCARE SLU;043171053;OGA;X;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;MEMANTINA*56 cpr riv 10 mg;19,00;AUROBINDO PHARMA ITALIA Srl;042241012;OGA;X;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;MEMANTINA*56 cpr riv 10 mg;19,00;DOC GENERICI Srl;042245047;OGA;X;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;MEMANTINA*56 cpr riv 10 mg;19,00;MYLAN Sas;042776094;OGA;X;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;MEMANTINA*56 cpr riv 10 mg;19,00;SANDOZ SpA;042408043;OGA;X;;
Memantina;MEMANTINA 10MG 56 UNITA' USO ORALE;MEMANTINA*56 cpr riv div 10 mg;19,00;TECNIMEDE SOC.TECNICO-MED.S.A.;042773010;OGA;X;;
Memantina;MEMANTINA 5MG/EROGAZIONE 50G USO ORALE;MEMANTINA*orale soluz 50 ml 10 mg/ml con erogatore;52,72;DOC GENERICI Srl;042932044;OGC;X;;
Menotropina;MENOTROPINA 150UI 1 UNITA' USO PARENTERALE;MERIOFERT*1 flaconcino polv SC IM 150 UI + 1 siringa preriemp solv + 2 aghi;53,14;IBSA FARMACEUTICI ITALIA Srl;043275041;JTV;;;
Menotropina;MENOTROPINA 75UI 1 UNITA' USO PARENTERALE;MERIOFERT*1 flaconcino polv SC IM 75 UI + 1 siringa preriemp solv + 2 aghi;26,57;IBSA FARMACEUTICI ITALIA Srl;043275015;JTT;;;
Menotropina;MENOTROPINA 150UI 5 UNITA' USO PARENTERALE;MERIOFERT*5 flaconcini polv SC IM 150 UI + 5 siringhe preriemp solv + 10 aghi;265,72;IBSA FARMACEUTICI ITALIA Srl;043275054;JTW;;;
Menotropina;MENOTROPINA 75UI 5 UNITA' USO PARENTERALE;MERIOFERT*5 flaconcini polv SC IM 75 UI + 5 siringhe preriemp solv + 10 aghi;132,87;IBSA FARMACEUTICI ITALIA Srl;043275027;JTU;;;
Menotropina;MENOTROPINA 1.200UI 1 UNITA' USO PARENTERALE;MEROPUR*1 flaconcino polv SC IM 1.200 UI + 2 siringhe 1 ml;425,17;FERRING SpA;036749048;OHA;;;
Menotropina;MENOTROPINA 600UI 1 UNITA' USO PARENTERALE;MEROPUR*1 flaconcino polv SC IM 600 UI + 1 siringa 1 ml;212,58;FERRING SpA;036749036;OHB;;;
Menotropina;MENOTROPINA 75UI 10 UNITA' USO PARENTERALE;MEROPUR*10 fiale SC IM 75 UI + 10 fiale 75 UI;265,72;FERRING SpA;036749024;OHC;;;
Mepolizumab;MEPOLIZUMAB 100MG 1 UNITA' USO PARENTERALE;NUCALA*1 flaconcino SC 100 mg;1.792,47;GLAXOSMITHKLINE TRAD.SERV.LTD;044648018;JVN;;;
Mepolizumab;MEPOLIZUMAB 100MG 1 UNITA' USO PARENTERALE;NUCALA*1 penna preriempita SC 100 mg 1 ml;1.792,47;GLAXOSMITHKLINE TRAD.SERV.LTD;044648032;JVN;;;
Mepolizumab;MEPOLIZUMAB 100MG 1 UNITA' USO PARENTERALE;NUCALA*1 siringa preriempita SC 100 mg 1 ml;1.792,47;GLAXOSMITHKLINE TRAD.SERV.LTD;044648057;JVN;;;
Mercaptamina;MERCAPTAMINA 5MG/ML 3,8ML SOLUZIONE USO OFTALMICO;CYSTADROPS*collirio 5 ml 3,8 mg/ml;1.633,97;RECORDATI RARE DISEASES SARL;045251016;KSR;;;
Mercaptamina;MERCAPTAMINA 150MG 100 UNITA' USO ORALE;CYSTAGON*100 cps 150 mg;229,93;RECORDATI RARE DISEASES SARL;033314030;BSF;;;
Mercaptamina;MERCAPTAMINA 50MG 100 UNITA' USO ORALE;CYSTAGON*100 cps 50 mg;78,69;RECORDATI RARE DISEASES SARL;033314016;BSE;;;
Mercaptopurina;MERCAPTOPURINA 50MG 25 UNITA' USO ORALE;PURINETHOL*25 cpr 50 mg flacone;31,94;ASPEN PHARMA TRADING LIMITED;010344012;TOA;;;
Mercaptopurina;MERCAPTOPURINA 100ML 20MG/ML USO ORALE;XALUPRINE*1 flacone orale 100 ml 20 mg/ml;353,18;NOVA LABORATORIES IRELAND LTD;044665014;KKV;;;
Mesalazina;MESALAZINA 500MG 20 UNITA' USO RETTALE;ARGONAL*20 supp 500 mg;15,58;DOMPE' FARMACEUTICI SpA;034254058;02D;X;;
Mesalazina;MESALAZINA 800MG 24 UNITA' USO ORALE;ARGONAL*24 cpr gastrores 800 mg;11,26;DOMPE' FARMACEUTICI SpA;034254021;02A;X;;
Mesalazina;MESALAZINA 400MG 50 UNITA' USO ORALE;ARGONAL*50 cpr gastrores 400 mg;12,48;DOMPE' FARMACEUTICI SpA;034254019;02B;X;;
Mesalazina;MESALAZINA 800MG 60 UNITA' USO ORALE;ARGONAL*60 cpr gastrores 800 mg;23,79;DOMPE' FARMACEUTICI SpA;034254060;02H;X;;
Mesalazina;MESALAZINA 2.000MG 7 UNITA' USO RETTALE;ARGONAL*7 clismi 2 g 50 ml sosp rett;22,96;DOMPE' FARMACEUTICI SpA;034254033;02E;X;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;ARGONAL*7 clismi 4 g 100 ml sosp rett;34,44;DOMPE' FARMACEUTICI SpA;034254045;02F;X;;
Mesalazina;MESALAZINA 500MG 20 UNITA' USO RETTALE;ASACOL*20 supp 500 mg;17,08;GIULIANI SpA;026416139;02D;X;;
Mesalazina;MESALAZINA 1.000MG 28 UNITA' USO RETTALE;ASACOL*28 supp 1 g;54,29;GIULIANI SpA;026416305;02I;X;;
Mesalazina;MESALAZINA 400MG 50 UNITA' USO ORALE;ASACOL*50 cps 400 mg rilascio modificato;13,81;GIULIANI SpA;026416255;02B;X;;
Mesalazina;MESALAZINA 400MG 60 UNITA' USO ORALE;ASACOL*60 cpr gastrores 400 mg;16,57;GIULIANI SpA;026416329;02L;X;;
Mesalazina;MESALAZINA 800MG 60 UNITA' USO ORALE;ASACOL*60 cpr gastrores 800 mg;25,29;GIULIANI SpA;026416317;02H;X;;
Mesalazina;MESALAZINA 2.000MG 7 UNITA' USO RETTALE;ASACOL*7 clismi 2 g 50 ml sosp rett;24,46;GIULIANI SpA;026416141;02E;X;;
Mesalazina;MESALAZINA 2.000MG 7 UNITA' USO RETTALE;ASACOL*7 clismi 2 g schiuma rett;24,46;GIULIANI SpA;026416216;02E;X;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;ASACOL*7 clismi 4 g 100 ml sosp rett;35,94;GIULIANI SpA;026416154;02F;X;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;ASACOL*7 clismi 4 g schiuma rett;35,94;GIULIANI SpA;026416230;02F;X;;
Mesalazina;MESALAZINA 1,5MG 20 UNITA' USO RETTALE;ASALEX*20 bust grat 1,5 g sosp rett;65,89;CHIESI FARMACEUTICI SpA;027122112;02P;;;
Mesalazina;MESALAZINA 800MG 60 UNITA' USO ORALE;ASALEX*60 cpr gastrores 800 mg rilascio modificato;24,19;CHIESI FARMACEUTICI SpA;027122124;02H;X;;
Mesalazina;MESALAZINA 2.000MG 7 UNITA' USO RETTALE;ASALEX*sosp rett 7 clismi 2 g + 7 cannule;24,46;CHIESI FARMACEUTICI SpA;027122062;02E;X;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;ASALEX*sosp rett 7 clismi 4 g + 7 cannule;35,94;CHIESI FARMACEUTICI SpA;027122098;02F;X;;
Mesalazina;MESALAZINA 500MG 20 UNITA' USO RETTALE;ASAMAX*20 supp 500 mg;17,15;CA.DI.GROUP Srl;034298051;02D;X;;
Mesalazina;MESALAZINA 800MG 24 UNITA' USO ORALE;ASAMAX*24 cpr gastrores 800 mg;13,09;CA.DI.GROUP Srl;034298024;02A;X;;
Mesalazina;MESALAZINA 500MG 50 UNITA' USO ORALE;ASAVIXIN*50 cpr riv 500 mg;19,41;MEDA PHARMA SpA;035356017;02G;X;;
Mesalazina;MESALAZINA 500MG 50 UNITA' USO ORALE;CLAVERSAL*50 cpr riv 500 mg;20,32;TEOFARMA Srl;027308016;02G;X;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;LEXTRASA*7 clismi 4 g 100 ml sosp rett;37,91;SOFAR SpA;033256037;02F;X;;
Mesalazina;MESALAZINA 500MG 50 UNITA' USO ORALE;MESAFLOR*50 cpr riv 500 mg;17,64;DYMALIFE PHARMACEUTICAL Srl;033081011;02G;X;;
Mesalazina;MESALAZINA 2.000MG 7 UNITA' USO RETTALE;MESAFLOR*7 clismi 2 g + 7 cannule rett;22,96;DYMALIFE PHARMACEUTICAL Srl;033081023;02E;X;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;MESAFLOR*7 clismi 4 g + 7 cannule rett;34,44;DYMALIFE PHARMACEUTICAL Srl;033081035;02F;X;;
Mesalazina;MESALAZINA 800MG 24 UNITA' USO ORALE;MESALAZINA*24 cpr gastrores 800 mg;11,26;EG SpA;029480050;02A;X;;
Mesalazina;MESALAZINA 800MG 24 UNITA' USO ORALE;MESALAZINA*24 cpr gastrores 800 mg;11,26;TEVA ITALIA Srl;034462022;02A;X;;
Mesalazina;MESALAZINA 400MG 50 UNITA' USO ORALE;MESALAZINA*50 cpr gastrores 400 mg;12,48;TEVA ITALIA Srl;034462010;02B;X;;
Mesalazina;MESALAZINA 500MG 50 UNITA' USO ORALE;MESALAZINA*50 cpr riv 500 mg;19,41;SANDOZ SpA;034836015;02G;X;;
Mesalazina;MESALAZINA 400MG 60 UNITA' USO ORALE;MESALAZINA*60 cpr gastrores 400 mg;15,07;MYLAN SpA;033529052;02L;X;;
Mesalazina;MESALAZINA 400MG 60 UNITA' USO ORALE;MESALAZINA*60 cpr gastrores 400 mg;15,07;TEVA ITALIA Srl;034462061;02L;X;;
Mesalazina;MESALAZINA 800MG 60 UNITA' USO ORALE;MESALAZINA*60 cpr gastrores 800 mg;23,79;AUROBINDO PHARMA ITALIA Srl;035386061;02H;X;;
Mesalazina;MESALAZINA 800MG 60 UNITA' USO ORALE;MESALAZINA*60 cpr gastrores 800 mg;23,79;EG SpA;029480086;02H;X;;
Mesalazina;MESALAZINA 800MG 60 UNITA' USO ORALE;MESALAZINA*60 cpr gastrores 800 mg;23,79;MYLAN SpA;033529064;02H;X;;
Mesalazina;MESALAZINA 800MG 60 UNITA' USO ORALE;MESALAZINA*60 cpr gastrores 800 mg;23,79;TEVA ITALIA Srl;034462073;02H;X;;
Mesalazina;MESALAZINA 2.000MG 7 UNITA' USO RETTALE;MESALAZINA*7 clismi 2 g sosp rett + 7 cannule;25,27;SANDOZ SpA;034836027;02E;X;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;MESALAZINA*7 clismi 4 g sosp rett + 7 cannule;37,91;SANDOZ SpA;034836039;02F;X;;
Mesalazina;MESALAZINA 1.200MG 120 UNITA' USO ORALE RP;MESAVANCOL*120 cpr gastrores 1.200 mg rilascio prolungato;118,87;GIULIANI SpA;037734023;02N;;;
Mesalazina;MESALAZINA 1.200MG 60 UNITA' USO ORALE RP;MESAVANCOL*60 cpr gastrores 1.200 mg rilascio prolungato;59,43;GIULIANI SpA;037734011;02M;;;
Mesalazina;MESALAZINA 2.000MG/DOSE 14G USO RETTALE;PENTACOL 2*14 g schiuma rett + 7 cannule rett;35,48;SOFAR SpA;026925127;02Q;;;
Mesalazina;MESALAZINA 4.000MG/DOSE 28G USO RETTALE;PENTACOL 4*28 g schiuma rett + 7 cannule rett;52,16;SOFAR SpA;026925115;02R;;;
Mesalazina;MESALAZINA 400MG 60 UNITA' USO ORALE;PENTACOL 400*60 cpr gastrores 400 mg rilascio modificato;16,57;SOFAR SpA;026925040;02L;X;;
Mesalazina;MESALAZINA 800MG 60 UNITA' USO ORALE;PENTACOL 800*60 cpr gastrores 800 mg rilascio modificato;25,29;SOFAR SpA;026925053;02H;X;;
Mesalazina;MESALAZINA 1.200MG 120 UNITA' USO ORALE RM;PENTACOL*120 cpr 1.200 mg rilascio modificato;89,37;SOFAR SpA;026925230;02U;;;
Mesalazina;MESALAZINA 1,5MG 20 UNITA' USO RETTALE;PENTACOL*20 bust polv 1,5 g sosp rett;65,89;SOFAR SpA;026925038;02P;;;
Mesalazina;MESALAZINA 500MG 20 UNITA' USO RETTALE;PENTACOL*20 clismi 500 mg gel rettale;17,15;SOFAR SpA;026925065;02D;X;;
Mesalazina;MESALAZINA 500MG 20 UNITA' USO RETTALE;PENTACOL*20 supp 500 mg;17,08;SOFAR SpA;026925154;02D;X;;
Mesalazina;MESALAZINA 1.200MG 60 UNITA' USO ORALE RM;PENTACOL*60 cpr 1.200 mg rilascio modificato;44,68;SOFAR SpA;026925228;02S;;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;PENTACOL*7 clismi 4 g 100 ml sosp rett;35,94;SOFAR SpA;026925141;02F;X;;
Mesalazina;MESALAZINA 1.000MG 28 UNITA' USO RETTALE;PENTASA*28 supp 1 g;54,29;FERRING SpA;027130069;02I;X;;
Mesalazina;MESALAZINA 500MG 50 UNITA' USO ORALE RM;PENTASA*50 cpr 500 mg rilascio modificato;20,85;FERRING SpA;027130071;02J;;;
Mesalazina;MESALAZINA 1.000MG 60 UNITA' USO ORALE RM;PENTASA*60 cpr 1 g rilascio modificato;50,05;FERRING SpA;027130107;KYH;;;
Mesalazina;MESALAZINA 4.000MG 7 UNITA' USO RETTALE;PENTASA*7 clismi 4 g 100 ml sosp rett;37,90;FERRING SpA;027130044;02F;X;;
Mesalazina;MESALAZINA 500MG 20 UNITA' USO RETTALE;PROCTASACOL*20 dosi 500 mg gel rettale;17,08;GIULIANI SpA;035509013;02D;X;;
Mesna;MESNA 400MG 15 UNITA' USO PARENTERALE;UROMITEXAN*15 fiale EV 400 mg 4 ml;34,11;BAXTER SpA;025312024;OJA;;;
Metadone;METADONE 0,1% 10ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 10 ml 1 mg/ml;0,91;MOLTENI & C. F.LLI ALITTI SpA;029610021;BNE;;;
Metadone;METADONE 0,5% 10ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 10 ml 5 mg/ml;2,43;MOLTENI & C. F.LLI ALITTI SpA;029610108;BNI;;;
Metadone;METADONE 0,1% 100ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 100 ml 1 mg/ml;4,85;MOLTENI & C. F.LLI ALITTI SpA;029610045;BNF;;;
Metadone;METADONE 0,5% 100ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 100 ml 5 mg/ml;21,76;MOLTENI & C. F.LLI ALITTI SpA;029610235;LCT;;;
Metadone;METADONE 0,1% 20ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 20 ml 1 mg/ml;0,97;MOLTENI & C. F.LLI ALITTI SpA;029610033;BNA;;;
Metadone;METADONE 0,5% 20ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 20 ml 5 mg/ml;4,85;MOLTENI & C. F.LLI ALITTI SpA;029610110;BNJ;;;
Metadone;METADONE 0,1% 40ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 40 ml 1 mg/ml;1,96;MOLTENI & C. F.LLI ALITTI SpA;029610072;BNB;;;
Metadone;METADONE 0,1% 5ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 5 ml 1 mg/ml;0,85;MOLTENI & C. F.LLI ALITTI SpA;029610019;BND;;;
Metadone;METADONE 0,5% 5ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 5 ml 5 mg/ml;1,19;MOLTENI & C. F.LLI ALITTI SpA;029610096;BNH;;;
Metadone;METADONE 0,5% 60ML USO ORALE;METADONE CLORIDRATO*orale soluz 1 flacone 60 ml 5 mg/ml;13,06;MOLTENI & C. F.LLI ALITTI SpA;029610223;LCS;;;
Metformina;METFORMINA 1.000MG 60 UNITA' USO ORALE RP;GLUCOPHAGE UNIDIE*60 cpr 1.000 mg rilascio prolungato;5,61;BRUNO FARMACEUTICI SpA;040628063;GLO;X;;
Metformina;METFORMINA 500MG 60 UNITA' USO ORALE RP;GLUCOPHAGE UNIDIE*60 cpr 500 mg rilascio prolungato;5,61;BRUNO FARMACEUTICI SpA;040628024;GLP;Farmaco con prezzo uguale al prezzo di riferimento;;
Metformina;METFORMINA 750MG 60 UNITA' USO ORALE RP;GLUCOPHAGE UNIDIE*60 cpr 750 mg rilascio prolungato;5,61;BRUNO FARMACEUTICI SpA;040628048;GLQ;X;;
Metformina;METFORMINA 500MG 30 UNITA' USO ORALE;GLUCOPHAGE*30 cpr riv 500 mg;1,81;BRUNO FARMACEUTICI SpA;017758018;A1A;X;;
Metformina;METFORMINA 850MG 40 UNITA' USO ORALE;GLUCOPHAGE*40 cpr riv 850 mg;4,64;BRUNO FARMACEUTICI SpA;017758020;A1B;X;;
Metformina;METFORMINA 1.000MG 60 UNITA' USO ORALE;GLUCOPHAGE*60 cpr riv 1.000 mg;7,30;BRUNO FARMACEUTICI SpA;017758069;A1C;X;;
Metformina;METFORMINA 500MG 30 UNITA' USO ORALE;METFONORM*30 cpr riv 500 mg;1,27;ABIOGEN PHARMA SpA;035215019;A1A;X;;
Metformina;METFORMINA 850MG 40 UNITA' USO ORALE;METFONORM*40 cpr riv 850 mg;3,08;ABIOGEN PHARMA SpA;035215021;A1B;X;;
Metformina;METFORMINA 1.000MG 60 UNITA' USO ORALE;METFONORM*60 cpr riv 1.000 mg;4,80;ABIOGEN PHARMA SpA;035215033;A1C;X;;
